store,address,phone,address2,입력주소,경도,위도,CLSS
서초우성아파트앞점,서울시 서초구 사임당로 171(서초동) EWR빌딩 2층  ,02-522-7158 ,서울특별시 서초구 사임당로 171(서초동) EWR빌딩 2층,서울시 서초구 사임당로 171(서초동) EWR빌딩 2층  ,127.0283127,37.4926624,정좌표
압구정역점,서울시 강남구 논현로 842 압구정빌딩1층  ,02-544-6823,서울특별시 강남구 논현로 842 압구정빌딩1층,서울시 강남구 논현로 842 압구정빌딩1층  ,127.0286781,37.5238147,정좌표
강남역12번출구점,서울특별시 강남구 테헤란로 111 2층  ,02-569-5838,서울특별시 강남구 테헤란로 111 2층,서울특별시 강남구 테헤란로 111 2층  ,127.0292839,37.4988786,정좌표
논현동수면센터점,서울시 강남구 논현로 717 1층  ,02-3443-5575,서울특별시 강남구 논현로 717 1층,서울시 강남구 논현로 717 1층  ,127.0295491,37.5159647,정좌표
고대안암역점,서울시 성북구 개운사길8 101-3 1층  ,02-953-6652,서울특별시 성북구 개운사길8 101-3 1층,서울시 성북구 개운사길8 101-3 1층  ,127.0295824,37.5867148,정좌표
강남역랭기지타워점,서울시 강남구 테헤란로4길 28 826-28호 1층  ,02-563-3655,서울특별시 강남구 테헤란로4길 28 826-28호 1층,서울시 강남구 테헤란로4길 28 826-28호 1층  ,127.0300722,37.4965153,정좌표
서초우성점,서울시 서초구 강남대로 51길 1 511 TOWER  1층  ,02-582-0158,서울특별시 서초구 강남대로 51길 1 511 TOWER 1층,서울시 서초구 강남대로 51길 1 511 TOWER  1층  ,127.0302755,37.4912909,정좌표
학동역 DT점,서울시 강남구 학동로 211 1층  ,02-3444-9973,서울특별시 강남구 학동로 211 1층,서울시 강남구 학동로 211 1층  ,127.0320655,37.5146878,정좌표
국기원사거리점,서울시 강남구 테헤란로 8길 42 1층  ,02-552-7106 ,서울특별시 강남구 테헤란로 8길 42 1층,서울시 강남구 테헤란로 8길 42 1층  ,127.0320684,37.4960632,정좌표
수원인계점,경기도 수원시 팔달구 권광로 195 학산빌딩1층   ,031-233-5631,경기도 수원시 팔달구 권광로 195 학산빌딩1층,경기도 수원시 팔달구 권광로 195 학산빌딩1층   ,127.0326781,37.2649442,정좌표
강남에스점,서울시 서초구 서초 1306-3호  ,02-593-5095,서울특별시 서초구 서초 1306-3호,서울시 서초구 서초 1306-3호  ,127.0327471,37.4837784,시군구 좌표
역삼포스틸타워뒷점,서울시 강남구 테헤란로 20길 10 쓰리엠타워1층  ,02-554-9962,서울특별시 강남구 테헤란로 20길 10 쓰리엠타워1층,서울시 강남구 테헤란로 20길 10 쓰리엠타워1층  ,127.0341555,37.4990898,정좌표
차병원사거리점,서울시 강남구 봉은사로207 KJ타워1층  ,02-542-8813,서울특별시 강남구 봉은사로207 KJ타워1층,서울시 강남구 봉은사로207 KJ타워1층  ,127.0346649,37.5078431,정좌표
차병원점,서울시 강남구 논현로 566 강남차병원1층  ,02-538-7615,서울특별시 강남구 논현로 566 강남차병원1층,서울시 강남구 논현로 566 강남차병원1층  ,127.0348165,37.5066099,정좌표
역삼역4번출구점,서울시 강남구 테헤란로143 고운빌딩1층  ,02-508-1137,서울특별시 강남구 테헤란로143 고운빌딩1층,서울시 강남구 테헤란로143 고운빌딩1층  ,127.0349048,37.5006277,정좌표
양재스포타임점,서울시 서초구 강남대로 213 24호 지하1층  ,02-578-6833,서울특별시 서초구 강남대로 213 24호 지하1층,서울시 서초구 강남대로 213 24호 지하1층  ,127.0349871,37.4828055,정좌표
압구정에스점,서울시 강남구 압구정로 46길 3  ,02-541-5832,서울특별시 강남구 압구정로 46길 3,서울시 강남구 압구정로 46길 3  ,127.0369244,37.5282883,정좌표
왕십리민자역사점,서울시 성동구 왕십리 광장로 17 왕십리민자역사ENTER6내1층  ,02-2200-6120,서울특별시 성동구 왕십리 광장로 17 왕십리민자역사ENTER6내1층,서울시 성동구 왕십리 광장로 17 왕십리민자역사ENTER6내1층  ,127.0370614,37.5633851,시군구 좌표
압구정로데오점,서울시 강남구 선릉로 157길 12 석전빌딩 1~4층  ,02-3445-5093,서울특별시 강남구 선릉로 157길 12 석전빌딩 1~4층,서울시 강남구 선릉로 157길 12 석전빌딩 1~4층  ,127.0390227,37.5261159,정좌표
역삼동태광타워점,서울시 강남구 역삼동 718-20  태광타워 1층  ,02-569-9867,서울특별시 강남구 역삼동 718-20 태광타워 1층,서울시 강남구 역삼동 718-20  태광타워 1층  ,127.0398867,37.5010647,정좌표
매헌역점,서울시 서초구 동산로 1  1층  ,02-2058-0921,서울특별시 서초구 동산로 1 1층,서울시 서초구 동산로 1  1층  ,127.0401387,37.4689983,정좌표
엔터식스한양대점,서울시 성동구 왕십리로241 서울숲더샵 판매시설201동 지하2층  ,02-6454-6216,서울특별시 성동구 왕십리로241 서울숲더샵 판매시설201동 지하2층,서울시 성동구 왕십리로241 서울숲더샵 판매시설201동 지하2층  ,127.0402059,37.5564997,(무료버전 위치정밀도 제한)정좌표
매봉역점,서울시 강남구 논현로 38길 42 418호  ,02-529-9947,서울특별시 강남구 논현로 38길 42 418호,서울시 강남구 논현로 38길 42 418호  ,127.0450716,37.4855726,정좌표
테헤란로비젼타워점,서울시 강남구 테헤란로 312 707-2번지1층  ,02-558-7101,서울특별시 강남구 테헤란로 312 707-2번지1층,서울시 강남구 테헤란로 312 707-2번지1층  ,127.0467157,37.5038953,도로중심좌표
논현팍스타워점,서울시 강남구 논현 231-13호 팍스타워지하1층  ,02-513-3870,서울특별시 강남구 논현 231-13호 팍스타워지하1층,서울시 강남구 논현 231-13호 팍스타워지하1층  ,127.0473819,37.5173353,시군구 좌표
선릉로93길점,서울시 강남구 선릉로93길 6(역삼동) 1층  ,02-552-3177,서울특별시 강남구 선릉로93길 6(역삼동) 1층,서울시 강남구 선릉로93길 6(역삼동) 1층  ,127.047926,37.5056711,정좌표
선릉역3번출구세방빌딩점,서울특별시 강남구 선릉로 433 세방빌딩 1층  ,02-2051-9328,서울특별시 강남구 선릉로 433 세방빌딩 1층,서울특별시 강남구 선릉로 433 세방빌딩 1층  ,127.0489226,37.5037869,정좌표
청담성당점,서울시 강남구 삼성로 716 LEE76빌딩2층  ,02-542-2053,서울특별시 강남구 삼성로 716 LEE76빌딩2층,서울시 강남구 삼성로 716 LEE76빌딩2층  ,127.0500529,37.5199068,정좌표
선릉로86길점,서울시 강남구 선릉로86길 11  ,02-2051-8875,서울특별시 강남구 선릉로86길 11,서울시 강남구 선릉로86길 11  ,127.0505008,37.503304,정좌표
삼성금융플라자점,서울 강남구 테헤란로 419 삼성금융플라자1층  ,02-554-7591,서울특별시 강남구 테헤란로 419 삼성금융플라자1층,서울 강남구 테헤란로 419 삼성금융플라자1층  ,127.0521987,37.5058766,정좌표
테헤란로하이닉스뒷점,서울시 강남구 테헤란로 70길 12 1층  ,02-538-9927,서울특별시 강남구 테헤란로 70길 12 1층,서울시 강남구 테헤란로 70길 12 1층  ,127.0531741,37.5047672,정좌표
대치한티점,서울시 강남구 선릉로 64길 23 1층  ,02-557-0510,서울특별시 강남구 선릉로 64길 23 1층,서울시 강남구 선릉로 64길 23 1층  ,127.054183,37.4983057,정좌표
포스코사거리점,서울시 강남구 테헤란로 439  ,02-508-7522 ,서울특별시 강남구 테헤란로 439,서울시 강남구 테헤란로 439  ,127.0551952,37.5068377,정좌표
한티역디마크빌딩점,서울특별시 강남구 도곡로 408 디마크빌딩 1층  ,02-2052-6590,서울특별시 강남구 도곡로 408 디마크빌딩 1층,서울특별시 강남구 도곡로 408 디마크빌딩 1층  ,127.0552559,37.4966293,정좌표
대치포스코뒷점,서울시 강남구 삼성로 85길 11 롯데캐슬아파트생활편익시설동  ,02-3453-8077,서울특별시 강남구 삼성로 85길 11 롯데캐슬아파트생활편익시설동,서울시 강남구 삼성로 85길 11 롯데캐슬아파트생활편익시설동  ,127.0564093,37.50473,정좌표
코엑스인터점,서울시 강남구 봉은사로 524 코엑스 인터컨티넨탈아케이드  ,02-569-3103,서울특별시 강남구 봉은사로 524 코엑스 인터컨티넨탈아케이드,서울시 강남구 봉은사로 524 코엑스 인터컨티넨탈아케이드  ,127.0571899,37.5128096,정좌표
수원망포역점,경기도 수원시 영통구 영통로 214번길 8 1층  ,031-273-8751,경기도 수원시 영통구 영통로 214번길 8 1층,경기도 수원시 영통구 영통로 214번길 8 1층  ,127.0575682,37.2462221,정좌표
포스코옆삼성로86길점,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층  ,02-569-7501,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층  ,127.0583175,37.5058895,정좌표
도심공항타워점,서울시 강남구 테헤란로87길 36 공항타워 1층  ,02-2016-5330,서울특별시 강남구 테헤란로87길 36 공항타워 1층,서울시 강남구 테헤란로87길 36 공항타워 1층  ,127.0583649,37.510215,정좌표
공항터미널앞점,서울시 강남구 테헤란로 87길 17 1층  ,02-539-5174,서울특별시 강남구 테헤란로 87길 17 1층,서울시 강남구 테헤란로 87길 17 1층  ,127.0585064,37.5088555,정좌표
메가박스점,서울 강남구 삼성동 159 코엑스몰 지하2층  ,02-6002-3320,서울특별시 강남구 삼성동 159 코엑스몰 지하2층,서울 강남구 삼성동 159 코엑스몰 지하2층  ,127.0586522,37.5116589,정좌표
삼성오크우드점,서울 강남구 영동대로 513 컨벤션별관A동 지하 2층  ,02-3466-8507,서울특별시 강남구 영동대로 513 컨벤션별관A동 지하 2층,서울 강남구 영동대로 513 컨벤션별관A동 지하 2층  ,127.0587766,37.512561,정좌표
대치사거리점,서울시 강남구 삼성로 352 창진빌딩 1층 및 2층  ,02-569-9751,서울특별시 강남구 삼성로 352 창진빌딩 1층 및 2층,서울시 강남구 삼성로 352 창진빌딩 1층 및 2층  ,127.059032,37.5030299,정좌표
도심공항점,서울시 강남구 테헤란로87길22 도심공항터미널 지하1층  ,02-551-6456 ,서울특별시 강남구 테헤란로87길22 도심공항터미널 지하1층,서울시 강남구 테헤란로87길22 도심공항터미널 지하1층  ,127.059458,37.509638,정좌표
외대앞점,서울시 동대문구 이문로 106 1~3층  ,02-959-7750,서울특별시 동대문구 이문로 106 1~3층,서울시 동대문구 이문로 106 1~3층  ,127.0602283,37.5960723,정좌표
CBTL(커피빈)파르나스몰점,서울시 강남구 테헤란로521 파르나스몰 지하1층  ,02-538-2008 ,서울특별시 강남구 테헤란로521 파르나스몰 지하1층,서울시 강남구 테헤란로521 파르나스몰 지하1층  ,127.0607757,37.5091889,정좌표
트레이드타워점,서울시 강남구 영동대로 511 트레이드타워 지하1층  ,02-6002-6470,서울특별시 강남구 영동대로 511 트레이드타워 지하1층,서울시 강남구 영동대로 511 트레이드타워 지하1층  ,127.060954,37.5103077,정좌표
삼성역글라스타워뒷점,서울시 강남구 영동대로85길 9 (대치동) 서전빌딩1층  ,02-552-3363,서울특별시 강남구 영동대로85길 9 (대치동) 서전빌딩1층,서울시 강남구 영동대로85길 9 (대치동) 서전빌딩1층  ,127.0629058,37.5070884,정좌표
삼성봉은사로점,서울시 강남구 봉은사로 628 엘슨빌딩1층  ,02-538-4523,서울특별시 강남구 봉은사로 628 엘슨빌딩1층,서울시 강남구 봉은사로 628 엘슨빌딩1층  ,127.0641797,37.5146763,정좌표
대치동나무병원점,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5)  ,02-562-9605,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5),서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5)  ,127.0676519,37.4992598,정좌표
건대스타시티점,서울시 광진구 자양동 227-342호 롯데백화점 옆 더클래식500건물 1층  ,02-444-9861,서울특별시 광진구 자양동 227-342호 롯데백화점 옆 더클래식500건물 1층,서울시 광진구 자양동 227-342호 롯데백화점 옆 더클래식500건물 1층  ,127.0710225,37.538464,정좌표
동탄라마다호텔점,경기도 화성시 노작로 199 동탄라마다호텔107호~111호  ,031-8003-8374,경기도 화성시 노작로 199 동탄라마다호텔107호~111호,경기도 화성시 노작로 199 동탄라마다호텔107호~111호  ,127.0747096,37.2058441,정좌표
중계동은행사거리점,서울시 노원구 한글비석로 263 1층  ,02-931-3055,서울특별시 노원구 한글비석로 263 1층,서울시 노원구 한글비석로 263 1층  ,127.0764872,37.6512178,정좌표
신천역점,서울시 송파구 올림픽로100 효창타워1층  ,02-417-8851,서울특별시 송파구 올림픽로100 효창타워1층,서울시 송파구 올림픽로100 효창타워1층  ,127.0816057,37.5114252,정좌표
상봉역점,서울특별시 중랑구 망우로 291 1층  ,02-493-8902,서울특별시 중랑구 망우로 291 1층,서울특별시 중랑구 망우로 291 1층  ,127.0848082,37.5964547,정좌표
잠실신천점,서울시 송파구 석촌호수로 118 1층  ,02-416-9520,서울특별시 송파구 석촌호수로 118 1층,서울시 송파구 석촌호수로 118 1층  ,127.0900133,37.5074265,정좌표
상봉엔터식스점,서울시 중랑구 망우로 353 프레미어스엠코 엔터식스 B동 2층  ,02-437-8891,서울특별시 중랑구 망우로 353 프레미어스엠코 엔터식스 B동 2층,서울시 중랑구 망우로 353 프레미어스엠코 엔터식스 B동 2층  ,127.0907561,37.5980955,(무료버전 위치정밀도 제한)정좌표
수지동천점,경기 용인시 수지구 손곡로 95 송란빌딩 1층  ,031-896-9044,경기도 용인시 수지구 손곡로 95 송란빌딩 1층,경기 용인시 수지구 손곡로 95 송란빌딩 1층  ,127.0917819,37.3359042,정좌표
구의삼성쉐르빌점,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층  ,02-2201-8953,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층  ,127.0949843,37.5397403,정좌표
강변테크노마트점,서울시 광진구 광나루로56길 85 테크노마트9층35호  ,02-3424-5480,서울특별시 광진구 광나루로56길 85 테크노마트9층35호,서울시 광진구 광나루로56길 85 테크노마트9층35호  ,127.0957117,37.5357272,정좌표
석촌호수점,서울시 송파구 석촌호수로 222 제이타워 1층  ,02-415-1235,서울특별시 송파구 석촌호수로 222 제이타워 1층,서울시 송파구 석촌호수로 222 제이타워 1층  ,127.1015658,37.5070644,정좌표
광장동대한제지점,서울시 광진구 아차산로563(광장동) 대한제지빌딩 로비층  ,02-458-8166,서울특별시 광진구 아차산로563(광장동) 대한제지빌딩 로비층,서울시 광진구 아차산로563(광장동) 대한제지빌딩 로비층  ,127.1029432,37.5441261,정좌표
수서점,서울시 강남구 광평로 280 수서동 724호  ,02-3412-2326,서울특별시 강남구 광평로 280 수서동 724호,서울시 강남구 광평로 280 수서동 724호  ,127.103114,37.487325,정좌표
분당정자점,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층  ,031-786-1906,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층  ,127.1056107,37.370701,정좌표
오리역애플플라자점,경기도 성남시 분당구 탄천상로151번길20 월드쇼핑 B동 1층  ,031-715-5638,경기도 성남시 분당구 탄천상로151번길20 월드쇼핑 B동 1층,경기도 성남시 분당구 탄천상로151번길20 월드쇼핑 B동 1층  ,127.106744,37.3408118,(무료버전 위치정밀도 제한)정좌표
방이점,서울시 송파구 오금로 11길 7  ,02-415-5561,서울특별시 송파구 오금로 11길 7,서울시 송파구 오금로 11길 7  ,127.1079802,37.5145647,정좌표
판교알파돔시티점,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층  ,031-8017-8556,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층  ,127.1083322,37.3944918,(무료버전 위치정밀도 제한)정좌표
분당수내점,경기도 성남시 분당구 황새울로 214번길8 MSPlaza내1층  ,031-713-9937,경기도 성남시 분당구 황새울로 214번길8 MSPlaza내1층,경기도 성남시 분당구 황새울로 214번길8 MSPlaza내1층  ,127.1123197,37.3781403,정좌표
판교아브뉴프랑점,경기도 성남시 분당구 동판교로177번길 25  ,031-8016-8131,경기도 성남시 분당구 동판교로177번길 25,경기도 성남시 분당구 동판교로177번길 25  ,127.1135958,37.3973067,정좌표
문정역엠스테이트점,서울 송파구 문정동 643-1번지 엠스테이트 B동 지하1층  ,02-6177-9080,서울특별시 송파구 문정동 643-1번지 엠스테이트 B동 지하1층,서울 송파구 문정동 643-1번지 엠스테이트 B동 지하1층  ,127.1210697,37.4854686,(무료버전 위치정밀도 제한)정좌표
분당플라자점,경기도 성남시 분당구 황새울로 326 서현빌딩상가내2층  ,031-705-3188,경기도 성남시 분당구 황새울로 326 서현빌딩상가내2층,경기도 성남시 분당구 황새울로 326 서현빌딩상가내2층  ,127.1219951,37.3850247,정좌표
송파파크하비오점,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113  ,02-449-6881,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113  ,127.1235816,37.4804864,(무료버전 위치정밀도 제한)정좌표
천호역점,서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층  ,02-488-5912,서울특별시 강동구 올림픽로 659 쌍용플래티넘리버 1층,서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층  ,127.1235835,37.5403074,정좌표
현대시티몰가든파이브점,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층  ,02-2673-2110,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층  ,127.1249941,37.4776495,정좌표
방이역4번출구점,서울 송파구 방이동 206-11  ,02-420-0386,서울특별시 송파구 방이동 206-11,서울 송파구 방이동 206-11  ,127.1258118,37.5093548,정좌표
분당차병원본관앞점,경기도 성남시 분당구 야탑로64 DS타워 1층  ,031-8017-8243,경기도 성남시 분당구 야탑로64 DS타워 1층,경기도 성남시 분당구 야탑로64 DS타워 1층  ,127.1259793,37.4095093,정좌표
강남대점,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층  ,031-693-6312,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층  ,127.1261618,37.2710416,정좌표
분당차병원점,경기도 성남시 분당구 야탑동354 분당차병원신관1층분당차1호  ,031-781-0471,경기도 성남시 분당구 야탑동354 분당차병원신관1층분당차1호,경기도 성남시 분당구 야탑동354 분당차병원신관1층분당차1호  ,127.1265574,37.4112797,인근좌표
올림픽공원북2문앞점,서울시 강동구 강동대로193 1층  ,02-471-2372,서울특별시 강동구 강동대로193 1층,서울시 강동구 강동대로193 1층  ,127.1279995,37.5245087,정좌표
올림픽플라자,서울시 송파구 양재대로 1222 올림픽선수A 1층212~3호  ,02-402-3571,서울특별시 송파구 양재대로 1222 올림픽선수A 1층212~3호,서울시 송파구 양재대로 1222 올림픽선수A 1층212~3호  ,127.1326752,37.5154244,정좌표
성남신흥점,경기도 성남시 수정구 수정로 190 (신흥동)  ,031-759-6675,경기도 성남시 수정구 수정로 190 (신흥동),경기도 성남시 수정구 수정로 190 (신흥동)  ,127.1409884,37.4434184,정좌표
위례2차아이파크점,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층  ,02-449-9703,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층  ,127.1435599,37.4795426,(무료버전 위치정밀도 제한)정좌표
강동경희대병원앞점,서울특별시 강동구 동남로 885 양지빌딩 1층  ,02-481-9938,서울특별시 강동구 동남로 885 양지빌딩 1층,서울특별시 강동구 동남로 885 양지빌딩 1층  ,127.1559882,37.5526536,정좌표
고대세종캠퍼스점,세종특별자치시 세종로 2511 고대세종캠퍼스호연학사4관1층  ,044-862-5144,세종특별자치시 세종로 2511 고대세종캠퍼스호연학사4관1층,세종특별자치시 세종로 2511 고대세종캠퍼스호연학사4관1층  ,127.2428749,36.5027454,도로중심좌표
대전탄방동점,대전시 서구 문정로76 1층  ,042-471-9805,대전광역시 서구 문정로76 1층,대전시 서구 문정로76 1층  ,127.3877036,36.3464287,정좌표
청주점,충북 청주시 상당구 상당로69번길20 2~4층  ,043-221-2373,충청북도 청주시 상당구 상당로69번길20 2~4층,충북 청주시 상당구 상당로69번길20 2~4층  ,127.4892906,36.6345057,정좌표
원주AK플라자점,강원도 원주시 봉화로1 AK플라자원주점 1층  ,033-748-0631,강원도 원주시 봉화로1 AK플라자원주점 1층,강원도 원주시 봉화로1 AK플라자원주점 1층  ,127.9275509,37.3456306,정좌표
진주LH본사점,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층  ,055-763-3520,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층  ,128.1454639,35.1786357,정좌표
대구중앙로점,대구광역시 중구 중앙대로 412-18  ,053-428-3370,대구광역시 중구 중앙대로 412-18,대구광역시 중구 중앙대로 412-18  ,128.5948558,35.869748,정좌표
창원상남동점,경남 창원시 성산구 중앙대로 104 마이우스오피스텔 123호 207호  ,055-211-0737,경상남도 창원시 성산구 중앙대로 104 마이우스오피스텔 123호 207호,경남 창원시 성산구 중앙대로 104 마이우스오피스텔 123호 207호  ,128.6807941,35.223449,정좌표
부산광복동점,부산광역시 중구 창선동 2가 8-2  ,051-243-9105,부산광역시 중구 창선동 2가 8-2,부산광역시 중구 창선동 2가 8-2  ,129.0289657,35.099438,정좌표
부산수영역점,부산광역시 수영구 수영로 667 1층  ,051-759-9046,부산광역시 수영구 수영로 667 1층,부산광역시 수영구 수영로 667 1층  ,129.1144812,35.1653665,정좌표
해운대점,부산시 해운대구 해운대 해변로277 다옴빌딩1층  ,051-746-8214,부산광역시 해운대구 해운대 해변로277 다옴빌딩1층,부산시 해운대구 해운대 해변로277 다옴빌딩1층  ,129.1635146,35.1630938,시군구 좌표
경주미탐시티점,경상북도 경주시 엑스포로80(천군동)1층  ,054-777-5982,경상북도 경주시 엑스포로80(천군동)1층,경상북도 경주시 엑스포로80(천군동)1층  ,129.2898731,35.8345545,정좌표
울산현대백화점점,울산광역시 남구 삼산로 261 현대백화점5층  ,052-228-0560,울산광역시 남구 삼산로 261 현대백화점5층,울산광역시 남구 삼산로 261 현대백화점5층  ,129.335814,35.5395771,정좌표
포항영일대점,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호  ,054-241-3372,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호  ,129.3796905,36.0615792,정좌표
